user_email,BRAD41,BRAD38,BRAD31,BRAD46,BRAD32,BRAD33,S6A,BRAD39,BRAD44,S5A,BRAD40,BRAD37,BRAD36,BRAD35,BRAD42,BRAD43,S4A,S3A,BRAD34,S2A,BRAD45
1958@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhuma,Itaú Previdência|Bradesco Previdência,Não tenho,,,,Confiança baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",Espírito Santo,Entre 18 e 27 anos,,Feminino,Não
1959@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Vivo,Itaú Previdência,Não tenho,,,,Confiança alta,Estudante,,Não sei/Não investiria,Acima de 15%,,,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Menos de 18 anos,,Masculino,Não
1960@outlook.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Adidas,,Não tenho,,,,,Estudante,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
1961@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",PGBL,Nenhuma das anteriores,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Rio de Janeiro,Menos de 18 anos,,Masculino,Não
1962@gmail.com,"Online, com suporte humano","Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Adidas,Nenhuma das anteriores,Não tenho,,,Pix,Confiança muito alta,Estudante,Segurança e solidez da instituição,Quando recebo bônus ou participação nos lucros,6% a 10%,,Ajudar quem eu amo,"Alta preocupação , tenho medo e isso influencia minhas decisões",Bahia,Entre 18 e 27 anos,,Masculino,Não
1963@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",BANCO DO BRASIL,Brasilprev,Não tenho,,,Pix,Confiança alta,Estudante,Rentabilidade,"Todo mês, como parte do meu orçamento",6% a 10%,,Me aposentar mais cedo,"Preocupação moderada, estou atento, mas ainda invisto",Ceará,Menos de 18 anos,,Masculino,Outro
1964@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Netflix,Nenhuma das anteriores,Não tenho,,,Pix,Confiança moderada,Estudante,Reputação da marca,Quando recebo o 13º salário,11% a 15%,,Pagar a faculdade para um filho ou familiar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Pará,Entre 18 e 27 anos,,Feminino,Não
1965@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",C&a,Bradesco Previdência,Não tenho,,,Pix,Confiança muito baixa,Estudante,Reputação da marca,Nos meses em que tenho menos despesas,Até 5%,,Mudança de país,"Muita preocupação, não invisto por receio de golpes",Bahia,Menos de 18 anos,,Masculino,Outro
1966@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Crefisa,Nenhuma das anteriores,Não tenho,,,Pix,Confiança muito alta,Estudante,Facilidade na contratação e gestão online,"Todo mês, como parte do meu orçamento",6% a 10%,,Me aposentar mais cedo,"Pouca preocupação, considero, mas acho improvável ser vítima",Minas Gerais,Entre 18 e 27 anos,,Feminino,Não
1967@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Arca,Icatu,Não tenho,,,Pix,Confiança moderada,Estudante,Segurança e solidez da instituição,Quando recebo o 13º salário,6% a 10%,,Viajar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Rio de Janeiro,Entre 18 e 27 anos,,Feminino,Sim
1968@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",NETFLIX,,Não tenho,,,,,Estudante,,Quando recebo o 13º salário,Acima de 15%,,,,Goiás,Menos de 18 anos,,Masculino,
1969@gmail.com,"Online, com suporte humano","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Obey,Nenhuma das anteriores,Não tenho,,,Pix,Confiança moderada,Estudante,Rentabilidade,"Todo mês, como parte do meu orçamento",11% a 15%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Paraná,Entre 18 e 27 anos,,Feminino,Não
1970@escola.pr.gov.br,"Online, por meio de um corretor de seguros","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Vgh,Brasilprev,Não tenho,,,Cartão de crédito,Confiança moderada,Estudante,Benefícios fiscais,Nos meses em que tenho menos despesas,Até 5%,,Viajar,"Pouca preocupação, considero, mas acho improvável ser vítima",Paraná,Entre 18 e 27 anos,,Masculino,Não
1971@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Fundo imobiliário,Itaú Previdência,Não tenho,,,Cartão de crédito,Confiança moderada,Estudante,Benefícios fiscais,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Masculino,Outro
1972@gmail.com,,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Jddh,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",São Paulo,Entre 18 e 27 anos,,Masculino,Não
1973@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",não sei,Nenhuma das anteriores,Não tenho,,,Pix,Confiança muito alta,Estudante,Segurança e solidez da instituição,Quando recebo o 13º salário,11% a 15%,,Transição de carreira (plano B),"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 18 e 27 anos,,Masculino,Não
1974@gmail.com,,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Não sei,Itaú Previdência,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Até 5%,,,"Nenhuma preocupação, confio completamente nas instituições",Maranhão,Menos de 18 anos,,Prefiro não informar,Não
1975@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona","é um tipo de seguro contratado ou investimento disponibilizado para pessoas físicas com o caráter de longo prazo, funcionando como um complemento à previdência pública disponibilizada pelo Governo.",Nenhuma das anteriores,Não tenho,,Prefiro não responder,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Pará,Menos de 18 anos,,Masculino,Não
1976@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",N,Bradesco Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Flexibilidade no resgate,Apenas quando sobra dinheiro,Não sei/Não investiria,,Ajudar quem eu amo,"Preocupação moderada, estou atento, mas ainda invisto",Rio Grande do Sul,Menos de 18 anos,,Masculino,Não
1977@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",não sei,Icatu|Bradesco Previdência,Não tenho,,,Pix,Confiança moderada,Estudante,Rentabilidade,Apenas quando sobra dinheiro,Caso a empresa oferecesse como benefício,,Viajar,"Pouca preocupação, considero, mas acho improvável ser vítima",São Paulo,Menos de 18 anos,,Feminino,Não
1978@gmail.com,"Por telefone, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei,Santander Previdência,Não tenho,,,Pix,Confiança moderada,Estudante,Rentabilidade,Apenas quando sobra dinheiro,Não sei/Não investiria,,Viajar,"Muita preocupação, não invisto por receio de golpes",Bahia,Menos de 18 anos,,Masculino,Não
1979@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Netflix,,Não tenho,,,,,Estudante,,,,,,,Paraná,Entre 28 e 45 anos,,Masculino,
1980@gmail.com,,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Samsung,Santander Previdência,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Pará,Entre 18 e 27 anos,,Feminino,Não
1981@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",caixa,Caixa Previdência|Santander Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Benefícios fiscais,Apenas quando sobra dinheiro,Acima de 15%,,Ajudar quem eu amo,"Pouca preocupação, considero, mas acho improvável ser vítima",Maranhão,Entre 18 e 27 anos,,Feminino,Não
1982@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Brasilprev,Santander Previdência|Itaú Previdência,Não tenho,,,Pix,Confiança moderada,Estudante,Indicação de um especialista ou consultor financeiro,Apenas quando sobra dinheiro,Até 5%,,Manter padrão de vida quando parar de trabalhar,"Pouca preocupação, considero, mas acho improvável ser vítima",Minas Gerais,Menos de 18 anos,,Masculino,Não
1983@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Motorola,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Santa Catarina,Entre 28 e 45 anos,,Feminino,Não
1984@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Samsung,Bradesco Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Segurança e solidez da instituição,Apenas quando sobra dinheiro,6% a 10%,,Viajar,"Muita preocupação, não invisto por receio de golpes",Goiás,Menos de 18 anos,,Masculino,Outro
1985@gmail.com,,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Adidas,Nenhuma das anteriores|Itaú Previdência,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Rio de Janeiro,Menos de 18 anos,,Masculino,Não
1986@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Bradesco Previdência,Não tenho,,,Boleto,Confiança muito baixa,Estudante,Benefícios fiscais,"Todo mês, como parte do meu orçamento",Até 5%,,Viajar,"Muita preocupação, não invisto por receio de golpes",Tocantins,Entre 28 e 45 anos,,Masculino,Não
1987@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Não sei,Nenhuma das anteriores,Não tenho,,,Pix,Confiança moderada,Estudante,Indicação de um especialista ou consultor financeiro,Apenas quando sobra dinheiro,6% a 10%,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",Paraná,Menos de 18 anos,,Feminino,Não
1988@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nubenk,XP Previdência,Não tenho,,,Cartão de crédito,Confiança moderada,Estudante,Rentabilidade,Apenas quando sobra dinheiro,6% a 10%,,Passar o dia jogando videogame,"Alta preocupação , tenho medo e isso influencia minhas decisões",Paraíba,Entre 18 e 27 anos,,Masculino,Outro
1989@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Uma casa,Bradesco Previdência,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Maranhão,Menos de 18 anos,,Outro,Não
1990@gmail.com,WhatsApp com suporte humano,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Nike,Santander Previdência,Não tenho,,,Cartão de crédito,Confiança moderada,Estudante,Flexibilidade no resgate,Apenas quando sobra dinheiro,11% a 15%,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Alagoas,Menos de 18 anos,,Masculino,Não
1991@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Caixa Previdência|Santander Previdência,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Preocupação moderada, estou atento, mas ainda invisto",Rio Grande do Sul,Entre 18 e 27 anos,,Feminino,Não
1992@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Nenhuma das anteriores,Não tenho,,,Débito em conta,Confiança alta,Estudante,Benefícios fiscais,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Goiás,Menos de 18 anos,,Masculino,Não
1993@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Nike,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Mato Grosso,Menos de 18 anos,,Prefiro não informar,Não
1994@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Ter minha casa,Nenhuma das anteriores,Não tenho,,,,Confiança baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",Paraná,Entre 18 e 27 anos,,Masculino,Não
1995@gmail.com,Outro,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Bradesco,Bradesco Previdência,Não tenho,,,Débito em conta,Confiança muito alta,Estudante,Flexibilidade no resgate,"Todo mês, como parte do meu orçamento",6% a 10%,,Viajar,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Feminino,Não
1996@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Netflix,XP Previdência|Nenhuma das anteriores,Não tenho,,,Pix,Confiança baixa,Estudante,Facilidade na contratação e gestão online,Nos meses em que tenho menos despesas,6% a 10%,,Ajudar quem eu amo,"Pouca preocupação, considero, mas acho improvável ser vítima",Paraná,Menos de 18 anos,,Feminino,Não
1997@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Ganhar dinheiro,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",São Paulo,Entre 28 e 45 anos,,Feminino,Não
1998@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Governo,Itaú Previdência,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Muita preocupação, não invisto por receio de golpes",Ceará,Entre 18 e 27 anos,,Masculino,Sim
1999@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa,Caixa Previdência,Não tenho,,,Débito em conta,Confiança moderada,Estudante,Segurança e solidez da instituição,Apenas quando sobra dinheiro,Caso a empresa oferecesse como benefício,,Manter padrão de vida quando parar de trabalhar,"Pouca preocupação, considero, mas acho improvável ser vítima",São Paulo,Menos de 18 anos,,Feminino,Sim
2000@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Carmed,Itaú Previdência|Bradesco Previdência |Caixa Previdência,Não tenho,,,Pix,Confiança muito baixa,Estudante,Flexibilidade no resgate,Nos meses em que tenho menos despesas,Caso a empresa oferecesse como benefício,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Rio Grande do Norte,Entre 18 e 27 anos,,Feminino,Outro
2001@icloud.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Bradesco,Bradesco Previdência |Brasilprev,Não tenho,,,Pix,Confiança moderada,Estudante,Reputação da marca,"Todo mês, como parte do meu orçamento",Acima de 15%,,Mudança de país,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Feminino,Sim
2002@gmail.com,WhatsApp via ChatBot,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Netflix,Bradesco Previdência |Santander Previdência|Itaú Previdência,Não tenho,,,Pix,Confiança moderada,Estudante,Reputação da marca,Nos meses em que tenho menos despesas,Não sei/Não investiria,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Paraná,Entre 18 e 27 anos,,Masculino,Não
2003@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Nenhuma das anteriores,Não tenho,,,Pix,Confiança moderada,Estudante,Flexibilidade no resgate,"Todo mês, como parte do meu orçamento",Até 5%,,Manter padrão de vida quando parar de trabalhar,"Pouca preocupação, considero, mas acho improvável ser vítima",Bahia,Menos de 18 anos,,Masculino,Outro
2004@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",NIKE,Bradesco Previdência,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Tocantins,Menos de 18 anos,,Masculino,Não
2005@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Pacote,Caixa Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Taxas de administração e carregamento,Uma vez por ano ou em momentos específicos,11% a 15%,,Mudança de país,"Preocupação moderada, estou atento, mas ainda invisto",Maranhão,Menos de 18 anos,,Feminino,Sim
2006@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nada,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Paraíba,Entre 18 e 27 anos,,Feminino,Não
2007@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",INSS,Itaú Previdência|Bradesco Previdência |Santander Previdência|XP Previdência,Não tenho,,,Cartão de crédito,Confiança moderada,Estudante,Indicação de um especialista ou consultor financeiro,Uma vez por ano ou em momentos específicos,6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Masculino,Não
2008@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",Pará,Entre 18 e 27 anos,,Masculino,Não
2009@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Inss,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Acima de 15%,,,"Muita preocupação, não invisto por receio de golpes",Pará,Menos de 18 anos,,Masculino,Não
2010@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Nike,,Não tenho,,,,,Estudante,,,Acima de 15%,,,,Santa Catarina,Entre 18 e 27 anos,,Feminino,
2011@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Bradesco Previdência |Brasilprev,Não tenho,,,Pix,Confiança moderada,Estudante,Flexibilidade no resgate,Apenas quando sobra dinheiro,Até 5%,,Viajar,"Preocupação moderada, estou atento, mas ainda invisto",Bahia,Entre 18 e 27 anos,,Masculino,Não
2012@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",XP investimento,XP Previdência|Itaú Previdência,Não tenho,,,Pix,Confiança muito baixa,Estudante,Flexibilidade no resgate,Uma vez por ano ou em momentos específicos,Até 5%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Alagoas,Entre 18 e 27 anos,,Masculino,Não
2013@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Minas Gerais,Entre 18 e 27 anos,,Masculino,Não
2014@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Poupança,Nenhuma das anteriores,Não tenho,,,,Confiança baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Menos de 18 anos,,Masculino,Sim
2015@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Instagram,Santander Previdência,Não tenho,,,Débito em conta,Confiança muito baixa,Estudante,Segurança e solidez da instituição,Apenas quando sobra dinheiro,Caso a empresa oferecesse como benefício,,Mudança de país,"Alta preocupação , tenho medo e isso influencia minhas decisões",Pernambuco,Menos de 18 anos,,Feminino,Não
2016@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Seguro,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Tocantins,Entre 18 e 27 anos,,Prefiro não informar,Não
2017@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itaú vida,Caixa Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Facilidade na contratação e gestão online,Uma vez por ano ou em momentos específicos,Até 5%,,Passar o dia jogando videogame,"Muita preocupação, não invisto por receio de golpes",Minas Gerais,Menos de 18 anos,,Masculino,Não
2018@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não tenho,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Maranhão,Entre 18 e 27 anos,,Masculino,Não
2019@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Free fire,,Não tenho,,,,,Estudante,,,Acima de 15%,,,,Acre,Menos de 18 anos,,Masculino,
2020@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Trabalho de eme,,Não tenho,,,Pix,,Estudante,Facilidade na contratação e gestão online,Uma vez por ano ou em momentos específicos,6% a 10%,,,,Maranhão,Entre 18 e 27 anos,,Masculino,
2021@gmail.com,WhatsApp com suporte humano,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",não sei,Itaú Previdência,Não tenho,,,Cartão de crédito,Confiança muito alta,Estudante,Reputação da marca,Nos meses em que tenho menos despesas,Acima de 15%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Rio Grande do Norte,Menos de 18 anos,,Masculino,Não
2022@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Insegurança,,Não tenho,,,Pix,,Estudante,Benefícios fiscais,Nos meses em que tenho menos despesas,Até 5%,,,,Pará,Entre 18 e 27 anos,,Masculino,
2023@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itaú,Itaú Previdência|XP Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Rentabilidade,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,,"Muita preocupação, não invisto por receio de golpes",Amazonas,Menos de 18 anos,,Masculino,Outro
2024@gmail.com,"Online, com suporte humano","Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",🦜,Nenhuma das anteriores,Não tenho,,,Pix,Confiança muito alta,Estudante,Benefícios fiscais,Uma vez por ano ou em momentos específicos,Acima de 15%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Ceará,Menos de 18 anos,,Masculino,Não
2025@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Nike,Icatu,Não tenho,,,Pix,Confiança alta,Estudante,Facilidade na contratação e gestão online,Apenas quando sobra dinheiro,Não sei/Não investiria,,Ajudar quem eu amo,"Nenhuma preocupação, confio completamente nas instituições",Mato Grosso do Sul,Menos de 18 anos,,Masculino,Não
2026@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Legislação,XP Previdência,Não tenho,,,Pix,Confiança moderada,Estudante,Reputação da marca,Quando recebo bônus ou participação nos lucros,Acima de 15%,,Ajudar quem eu amo,"Alta preocupação , tenho medo e isso influencia minhas decisões",Bahia,Entre 18 e 27 anos,,Masculino,Outro
2027@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Puma,Itaú Previdência,Não tenho,,,Pix,Confiança muito alta,Estudante,Reputação da marca,"Todo mês, como parte do meu orçamento",Acima de 15%,,Passar o dia jogando videogame,"Pouca preocupação, considero, mas acho improvável ser vítima",Bahia,Menos de 18 anos,,Masculino,Outro
2028@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Porto Seguro,Brasilprev,Não tenho,,,Pix,Confiança muito alta,Estudante,Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",11% a 15%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 28 e 45 anos,,Masculino,Não
2029@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Nenhuma,Nenhuma das anteriores,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 18 e 27 anos,,Feminino,Não
2030@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",McDonald's,Nenhuma das anteriores,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Pará,Menos de 18 anos,,Masculino,Não
2031@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Ficar sozinho,Nenhuma das anteriores,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Até 5%,,,"Preocupação moderada, estou atento, mas ainda invisto",Pernambuco,Entre 18 e 27 anos,,Masculino,Não
2032@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Nike,Santander Previdência,Não tenho,,,,Confiança muito baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 18 e 27 anos,,Masculino,Não
2033@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",INSS,Nenhuma das anteriores|Icatu,Não tenho,,,,Confiança moderada,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Preocupação moderada, estou atento, mas ainda invisto",Pernambuco,Entre 18 e 27 anos,,Masculino,Não
2034@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Nack,Nenhuma das anteriores,Não tenho,,,,Confiança baixa,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Maranhão,Menos de 18 anos,,Masculino,Não
2035@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Nike,Nenhuma das anteriores,Não tenho,,,,Confiança muito alta,Estudante,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Sergipe,Menos de 18 anos,,Masculino,Não
